Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
17/10/1943,Laguna,local,victoria,3,2,Platense,23° fecha del Campeonato 1943,Caballito,Juan J. Álvarez,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Ramón Guerra, Juan C Salvini, Emilio Baldonedo y Delfín Unzué.","López; Piano y Boero; Fonda, Toledo y Aarón Wergifker; Belén, Prado, Frutos, Valsecchi y Torielli.",foto,1 GOL Jorge Alberti (HUR)</br>8 GOL Juan C Salvini (HUR)</br>32 GOL Torielli (PLA)</br>62 GOL Valsecchi (PLA)</br>71 GOL Juan C Salvini (HUR),45,90,0,0
24/10/1943,Laguna,visitante,victoria,1,0,Lanús,24° fecha del Campeonato 1943,Lanús,Francisco Ghinzo,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Juan C Salvini, Llamil Simes y Plácido Rodríguez.","A Rodríguez; Álvarez y Filippo; Carreras, Strembel y Ducca; Contreras, Gómez, Arrieta, Casagrande y Rosendo.",foto,90 GOL Rubén Perdomo (HUR),45,90,0,0
31/10/1943,Laguna,local,victoria,5,2,Gimnasia y Esgrima (La Plata),25° fecha del Campeonato 1943,Caballito,Eugenio Braun,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Juan C Salvini, Llamil Simes y Plácido Rodríguez.","Muñiz; Montañes y Blanes; Tombell, Carboni y Cerioni; Larretchart, Gordillo, Gayol, R. Rodríguez y Gayol.",foto,30 GOL Rubén Perdomo (HUR)</br>36 GOL R Rodríguez (GLP)</br>43 GOL Juan C Salvini (HUR)</br>70 GOL Juan C Salvini (HUR)</br>83 GOL Carlos Marinelli (HUR)</br>85 GOL R Rodríguez (GLP)</br>89 GOL Llamil Simes (HUR),45,90,0,0
07/11/1943,Laguna,visitante,victoria,4,2,Ferro C. Oeste,26° fecha del Campeonato 1943,Caballito,Domingo Solari,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Juan C Salvini, Llamil Simes y Plácido Rodríguez.","Sebastián Gualco; Noceda y Garavano; Pont, Corvetto y Vázquez; Lijé, Páez, Delfín Benítez Cáceres, Pérez y Danza.",foto,44 GOL Corvetto (FCO)</br>50 GOL Danza (FCO)</br>62 GOL Jorge Alberti (HUR)</br>66 GOL Norberto Méndez (HUR)</br>75 GOL Rubén Perdomo (HUR)</br>88 GOL Rubén Perdomo (HUR),45,90,0,0
11/11/1943,Laguna,neutral,victoria,5,1,Platense,2° fase de Copa República 1943,Gasómetro,Eugenio Braun,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Roberto Sbarra y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Juan C Salvini, Llamil Simes y Plaácido Rodríguez.","Miguel López; Carlos Aldabe y José Piano; Juan C Fonda, Norberto Toledo y Aarón Wergifker; Alberto Belén, Eliseo Prado, Raúl Frutos, Roque Vasechi y Roberto Torielli.",foto,14 GOL Raúl Frutos (PLA) -cabeceó centro de Belén-</br>15 GOL Norberto Méndez (HUR) -cabezazo tras centro asistencia de Plácido Rodríguez (HUR)-</br>23 GOL Plácido Rodríguez (HUR) -remate esquinado-</br>43 GOL Juan C Salvini (HUR) -asistencia de Norberto Méndez (HUR) de cabeza-</br>49 GOL Norberto Méndez (HUR) -remate tras eludir al defensa-</br>75 GOL Jorge Alberti (HUR) -penal-,45,90,0,0
14/11/1943,Laguna,local,derrota,2,3,Racing Club,27° fecha del Campeonato 1943,Caballito,Juan J. Álvarez,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Roberto Sbarra y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Ramón Guerra, Emilio Baldonedo y Plácido Rodríguez.","Sergio Livingstone; Salomón y García Pérez; Monestés, Quiroga y García; Devizia, Díaz, Roberto D'Alessandro, Orleans y Sued.",foto,32 GOL Plácido Rodríguez (HUR)</br>74 GOL Orleans (RAC)</br>78 GOL Emilio Baldonedo (HUR)</br>81 GOL Roberto D'Alessandro (RAC)</br>87 GOL Díaz (RAC),45,90,0,0
21/11/1943,Laguna,visitante,derrota,0,4,Rosario Central,28° fecha del Campeonato 1943,Arroyito (Rosario),Eugenio Braun,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Juan C Salvini, Emilio Baldonedo y Plácido Rodríguez.","Ricardo; Yebra y Dezorzi; Casalini, Rivero y Fogel; Tissera, De Cicco, Bravo, Giménez y Vidal.",foto,40 GOL Tissera (RCE)</br>77 GOL Tissera (RCE)</br>69 GOL Bravo (RCE)</br>80 GOL Vidal (RCE),45,90,0,0
28/11/1943,Laguna,local,empate,1,1,Chacarita Juniors,29° fecha del Campeonato 1943,Caballito,Jacobo Belachercovsky,"Bruno Barrionuevo; Adolfo Gilli y Jorge Alberti; Oscar Corso, Isaac Fernández y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Juan C Salvini, Llamil Simes y Plácido Rodríguez.","López; Araguez y Emanuelli; Fazio, Blomberg y León; Lorenzo, Barreiro, Cabral, Dorado y Bruno.",foto,62 GOL Juan C Salvini (HUR)</br>70 GOL Dorado (CHJ)</br>85 EXP Jorge Titonell (HUR)</br>85 EXP Lorenzo (CHJ),45,90,0,0
05/12/1943,Laguna,visitante,derrota,0,2,San Lorenzo de Almagro,30° fecha del Campeonato 1943,Gasómetro,Francisco Ghinzo,"Bruno Barrionuevo; Adolfo Gilli y Jorge Alberti; Oscar Corso, Roberto Sbarra y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Juan C Salvini, Llamil Simes y Plácido Rodríguez.","Blazina; Vanzini y Crespi; Ángel Zubieta, D'Addario y Colombo; Rodríguez de Lara, Borgnia, Etchepare, Martino y De la Mata.",foto,17 GOL Etchepare (SLA)</br>75 GOL Rinaldo Martino (SLA),45,90,0,0
08/12/1943,Laguna,visitante,victoria,1,0,River Plate,1° fase de Copa Escobar 1943,Monumental,José Cángaro,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Roberto Sbarra y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Juan C Salvini, Llamil Simes y Delfín Unzué.","Lettieri; Vaghi y Basso; Yácono, Bruno Rodolfi y Ramos; Muñoz, Gallo, Martínez, Ángel Labruna y Félix Loustau.",foto,1° Tiempo: River 0x0 Huracán</br>24 GOL Norberto Méndez (HUR),20,40,0,0
11/12/1943,Laguna,neutral,empate,0,0,Independiente,Semifinal de Copa Escobar 1943,Gasómetro,Jacobo Belachercovsky,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Roberto Sbarra y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Juan C Salvini, Llamil Simes y Delfín Unzué.","Thadeu; Barraza y Sanguinetti; Antonio Sastre, Leguizamón y Cocimano; Cervino, Vicente De la Mata, Arsenio Erico, Walter y Mourín.",foto,1° Tiempo: Huracán 0x0 Independiente</br>2° Tiempo: Huracán 0x0 Independiente</br>Córners: Huracán 3-3 Independiente (Sorteo: Huracán),20,40,0,0
11/12/1943,Laguna,neutral,empate,0,0,Platense,Final de Copa Escobar 1943,Gasómetro,Osvaldo Cossio,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Roberto Sbarra y Jorge Titonell; Per-domo, Norberto Méndez, Juan C Salvini, Llamil Simes y Delfín Unzué.","Cozzi; Aldabe y Boero; Fonda, Toledo y Aarón Wergifker; Salvado, Sandoval, Frutos, Prado y Torielli.",foto,1° Tiempo: Huracán 0x0 Platense</br>2° Tiempo: Huracán 0x0 Platense</br>Córners: Huracán 4-1 Platense,20,40,0,0
14/12/1943,Laguna,neutral,victoria,7,0,Regional (Chaco),4to de final de Copa República 1943,Gasómetro,Jacobo Belachercovsky,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Roberto Sbarra y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Juan C Salvini, Llamil Simes y Delfín Unzué.","Ricardo Wildange; Carlos Bravo y Florentino Díaz; José López, Alejandro Cabrera y Rodolfo Moreno; Osvaldo Villamayor, Antonio Brignole, Emilio Espinoza, Honorio Romero y Bernardino Esquivel.",foto,5 GOL Delfín Unzué (HUR) -tras rebote en el palo-</br>16 GOL Norberto Méndez (HUR)</br>22 GOL Llamil Simes -centro asistencia de Delfín Unzué (HUR)-</br>32 GOL Llamil Simes (HUR) -pared asistencia de Delfín Unzué (HUR)-</br>42 GOL Norberto Méndez (HUR) -tiro cruzado-</br>47 LES Jorge Alberti (HUR)</br>73 GOL Norberto Méndez (HUR) -remate corto tras asistencia de Delfín Unzué (HUR)-</br>74 LES Juan C Salvini (HUR)</br>77 GOL Roberto Sbarra (HUR)-sorprendió desde 35 m-</br>81 LES Norberto Méndez (HUR),45,90,0,0
16/12/1943,Laguna,neutral,empate,2,2,San Lorenzo de Almagro,Semifinal de Copa República 1943,Chacarita Juniors,Osvaldo Cossio,"Bruno Barrionuevo; Carlos Marinelli y Antonio Álvarez; Oscar Corso, Roberto Sbarra y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Juan C Salvini, Llamil Simes y Delfín Unzué.","Mierko Blazina; José Vanzini y Eduardo Crespi; Ángel Zubieta, Ernesto González y Bartolomé Colombo; Héctor Tablada, Alfredo Borgnia, Tomás Etchepare, Rinaldo Martino y Luis Mariani.",foto,17 GOL Juan C Salvini (HUR) -bajo y cruzado tras asistencia de Norberto Méndez (HUR)-</br>39 GOL Juan C Salvini (HUR) -penal-</br>53 Tomás Etchepare (SLO) -cabezazo tras asistencia de Rinaldo Martino (SLO) de cabeza-</br>63 Héctor Tablada (SLO) -tiro alto tras asistencia de Luis Mariani (SLO)-</br>2° Tiempo: Huracán 2x2 San Lorenzo</br>95 LES Juan C Salvini (HUR)</br>96 El Municipio suspende el partido por superar horario de espectáculos,45,90,6,0
19/12/1943,Laguna,neutral,derrota,1,2,San Lorenzo de Almagro,Semifinal de Copa República 1943,Chacarita Juniors,Eduardo Forte,"Bruno Barrionuevo; Carlos Marinelli y Adolfo Gilli; Oscar Corso, Roberto Sbarra y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Ramón Guerra, Llamil Simes y Delfín Unzué.","Luis Heredia; Ángel Zubieta y Eduardo Crespi; Isidro D'Addario, Juan J Gosende y Bartolomé Colombo; Héctor Tablada, Alfredo Borgnia, Tomás Etchepare, Rinaldo Martino y Luis Mariani.",foto,42 GOL Ramón Guerra (HUR) -corrió y tiró cruzado tras asistencia de Roberto Sbarra (HUR)-</br>51 GOL Rinaldo Martino (SLO) -penal-</br>57 PEN Norberto Méndez (HUR) -atajó Luis Heredia (SLO)-</br>77 GOL Rinaldo Martino (SLO) -fuerte y bajo-,45,90,0,0
22/01/1944,Laguna,neutral,empate,2,2,Peñarol (Uruguay),1° fecha del Internacional Nocturno 1944 (amistoso),Centenario (Montevideo),Eduardo Forte,"Bruno Barrionuevo; Carlos Marinelli y Adolfo Gilli; Oscar Corso, Roberto Sbarra y Jorge Titonell; Rubén Perdomo, Norberto Méndez, Juan C Salvini, Llamil Simes y Plácido Rodríguez.","Roque Máspoli; Prado y Bermúdez; Vecino, Durán y Oubiñas; Gelpi, Vásquez, Díaz, Riephoff y Borges.",foto,7 GOL Gelpi (PEÑ)</br>26 GOL Plácido Rodríguez (HUR)</br>36 GOL Juan C Salvini (HUR)</br>67 GOL Díaz (PEÑ),45,90,0,0
26/01/1944,Laguna,neutral,empate,3,3,River Plate,2° fecha del Internacional Nocturno 1944 (amistoso),Gasómetro,José Cángaro,"Bruno Barrionuevo; Carlos Marinelli y Adolfo Gilli; Oscar Corso, Roberto Sbarra y Jorge Titonell; Delfín Unzué, Norberto Méndez, Juan C Salvini, Emilio Baldonedo y Plácido Rodríguez.","Lettieri; Vaghi y Chiarini; Yácono, Bruno Rodolfi y Ramos; Deambrosi, Gallo, Roberto D'Alessandro, Ángel Labruna y Félix Loustau.",foto,12 GOL Roberto D'Alessandro (RPL)</br>54 GOL Roberto D'Alessandro (RPL)</br>42 GOL Juan C Salvini (HUR)</br>58 GOL Ángel Labruna (RPL)</br>78 GOL Juan C Salvini (HUR)</br>80 GOL Plácido Rodríguez (HUR),45,90,0,0
31/01/1944,Laguna,visitante,victoria,5,3,Temperley Talleres,Terremoto de San Juan 1944 (amistoso),-,desconocido,Huracán,Rival,foto,sin datos,45,90,0,0
05/02/1944,Laguna,neutral,derrota,3,4,San Lorenzo de Almagro,3° fecha del Internacional Nocturno 1944 (amistoso),Chacarita,José Podestá,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Roberto Sbarra y Jorge Titonell; Delfín Unzué, Norberto Méndez, Juan C Salvini, Llamil Simes, Plácido Rodríguez.","Heredia; Vanzini y González; Arnaldo, Greco y Colombo; De la Mata, Borgnia, Etchepare, Mariani y Enrico.",foto,13 GOL Enrico (SLA)</br>37 GOL Juan C Salvini (HUR)</br>41 GOL Mariani (SLA)</br>43 GOL Jorge Alberti -penal- (HUR)</br>62 GOL Enrico (SLA)</br>77 GOL Llamil Simes (HUR)</br>80 GOL Etchepare (SLA),45,90,0,0
10/02/1944,Laguna,neutral,victoria,2,1,Nacional (Uruguay),4° fecha del Internacional Nocturno 1944 (amistoso),Gasómetro,Genaro Cirilo (Uruguay),"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Roberto Sbarra y Jorge Titonell; Norberto Méndez, Juan C Salvini, Ramón Guerra, Llamil Simes y Plácido Rodríguez.","Paz; Pini y Arrascaeta; Viana, Galvalissi y Gambetta; Castro, Ciocca, García, Porta y Zapirain.",foto,26 GOL Juan C Salvini (HUR)</br>52 GOL Llamil Simes (HUR)</br>63 GOL Ciocca (NAC),45,90,0,0
09/04/1944,Laguna,neutral,victoria,2,1,Vélez Sarsfield,1° rueda de Copa Competencia 1944,La Bombonera,Francisco Ghinzo,"Bruno Barrionuevo; Gilli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Banchero; Juan C Salvini, Norberto Méndez, Atilio Mellone, Emilio Baldonedo y Plácido  Rodríguez.","Rugilo; Curutchet y Angrisano; Cuenya, Coccellato y Ovide; Heisecke, Di Bella, Ferraro, Bermúdez y Bottini.",foto,1° Tiempo: Huracán 0x0 Vélez</br>74 GOL Norberto Méndez (HUR)</br>82 GOL Heisecke (VEL)</br>84 GOL Emilio Baldonedo (HUR),45,90,0,0
16/04/1944,Laguna,local,victoria,5,1,San Lorenzo de Almagro,1° fecha del campeonato 1944,Caballito,Leopoldo Amoroso,"Bruno Barrionuevo; Adolfo Gilli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Rubén Banchero; Juan C Salvini, Norberto Méndez, Atilio Mellone, Emilio Baldonedo y Plácido Rodríguez.","Muñiz; Vanzini y Crespi; Ángel Zubieta, Grecco y Colombo; De la Mata, Borgnia, Rinaldo Martino, Mariani y Enrico.",foto,9 GOL De la Mata (SLO)</br>10 GOL Juan C Salvini (HUR)</br>35 GOL Emilio Baldonedo (HUR)</br>58 GOL Rubén Banchero (HUR)</br>74 EXP Vanzini (SLO)</br>75 GOL Juan C Salvini (HUR)</br>89 GOL Juan C Salvini (HUR),45,90,0,0
23/04/1944,Laguna,visitante,derrota,3,5,River Plate,2° fecha del campeonato 1944,Monumental,Francisco Ghinzo,"Bruno Barrionuevo; Adolfo Gilli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Rubén Banchero; Juan C Salvini, Norberto Méndez, Atilio Mellone, Emilio Baldonedo y Plácido Rodríguez.","Díaz; Kelly y Bermúdez; Yácono, Bruno Rodolfi y Ramos; Muñoz, Gallo, Adolfo Pedernera, Ángel Labruna y Félix Loustau.",foto,21 GOL Ángel Labruna (RPL)</br>28 GOL Norberto Méndez (HUR)</br>32 GOL Ángel Labruna (RPL)</br>41 GOL Atilio Mellone (HUR)</br>59 GOL Ángel Labruna (RPL)</br>50 GOL Adolfo Pedernera (RPL)</br>74 GOL Manuel Giúdice (HUR)</br>78 GOL Gallo (RPL),45,90,0,0
30/04/1944,Laguna,local,victoria,6,3,Banfield,3° fecha del Campeonato 1944,Caballito,Luis Pincirolli,"Bruno Barrionuevo; Adolfo Gilli y Enrique Brusatti; Oscar Corso, Manuel Giúdice y Rubén Banchero; Juan C Salvini, Norberto Méndez, Atilio Mellone, Llamil Simes y Plácido Rodríguez.","Ledesma; Trincavelli y De Sanctis; Puerta, Lemmi y Guzmán; Laporta, Álvarez, Farro, Alcalde y Silvera.",foto,10 GOL Farro (BAN)</br>32 GOL Plácido Rodríguez (HUR)</br>40 GOL Silvera (BAN)</br>44 GOL Llamil Simes (HUR)</br>57 GOL Manuel Giúdice (HUR)</br>59 GOL Norberto Méndez (HUR)</br>65 GOL Silvera (BAN)</br>88 GOL Atilio Mellone (HUR)</br>89 GOL Atilio Mellone (HUR),45,90,0,0
07/05/1944,Laguna,visitante,derrota,1,5,Newell's Old Boys (Rosario),4° fecha del campeonato 1944,Parque Independencia (Rosario),Domingo Solari,"Bruno Barrionuevo; Adolfo Gilli y Orlando Espeche; Rubén Banchero, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Atilio Mellone, Llamil Simes y Plácido Rodríguez.","López; N Gilli y Herrera; Carlucci, Perucca y Lizardo; Cámer, Fiore, René Pontoni, Cirico y Ferreyra.",foto,3 GOL Cirico (NOB)</br>7 GOL Fiore (NOB)</br>47 GOL Cirico (NOB)</br>69 GOL René Pontoni (NOB)</br>79 GOL Cirico (NOB)</br>87 GOL Juan C Salvini (HUR),45,90,0,0
14/05/1944,Laguna,local,derrota,3,4,Independiente,5° fecha del Campeonato 1944,Caballito,Juan J. Álvarez,"Bruno Barrionuevo; Adolfo Gilli y Orlando Espeche; Roberto Sbarra, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Atilio Mellone, Llamil Simes y Plácido Rodríguez.","Bello; Barraza y Sanguinetti; Sastre, Crucci y Battagliero; Maril, De la Mata, Arsenio Erico, Pairoux y Paranza.",foto,23 GOL De la Mata (IND)</br>37 GOL Pairoux (IND)</br>40 GOL Arsenio Erico (IND)</br>43 GOL Maril (IND)</br>59 GOL Juan C Salvini (HUR)</br>83 GOL Atilio Mellone (HUR)</br>88 GOL Plácido Rodríguez (HUR),45,90,0,0
21/05/1944,Laguna,local,victoria,5,2,Lanús,6° fecha del Campeonato 1944,Caballito,Valentín Rey,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Roberto Sbarra, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Atilio Mellone, Llamil Simes y Plácido Rodríguez.","A Rodríguez; Salazar y Filippo; Díaz, Strembel y Ducca; Contreras, Ledesma, Arrieta, Orleans y Rosendo.",foto,1 GOL Juan C Salvini (HUR)</br>8 GOL Juan C Salvini (HUR)</br>47 GOL Salazar (HUR) -en contra-</br>55 GOL Atilio Mellone (HUR)</br>78 GOL Atilio Mellone (HUR)</br>75 GOL Arrieta (LAN)</br>85 GOL Ledesma (LAN),45,90,0,0
25/05/1944,Laguna,neutral,victoria,4,3,San Lorenzo de Almagro,1° rueda de Copa Competencia 1944,Chacarita Juniors,José Cángaro,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Roberto Sbarra, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Crotti, Llamil Simes y Plácido Rodríguez.","Blazina; Ángel Zubieta y Crespi; D'Addario, Grecco y Colombo; Heredia, Alarcón, Fizel, Rinaldo Martino y Enrico.",foto,33 GOL Enrico (SLO)</br>36 GOL Plácido Rodríguez (HUR)</br>39 GOL Llamil Simes (HUR)</br>45 GOL Norberto Méndez (HUR)</br>1° Tiempo: Huracán 3x1 San Lorenzo</br>60 GOL Heredia (SLO)</br>74 GOL Alarcón (SLO)</br>76 EXP Roberto Ibarra (HUR)</br>85 GOL Crotti (HUR),45,90,0,0
28/05/1944,Laguna,visitante,derrota,1,2,Atlanta,7° fecha del Campeonato 1944,Villa Crespo,Leopoldo Amoroso,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Roberto Sbarra, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Crotti, Llamil Simes y Plácido Rodríguez.","Carletti; Cruz y Bedia; Bertarelli, Espinosa y Aguirre; Turello, Zito, Agnolín, F Rodríguez y Rosell.",foto,12 GOL Manuel Giúdice (HUR)</br>22 EXP Bertarelli (ATL)</br>22 EXP Plácido Rodríguez (HUR)</br>25 GOL F Rodríguez (ATL)</br>74 GOL Rosell (ATL),45,90,0,0
04/06/1944,Laguna,local,empate,0,0,Estudiantes (La Plata),8° fecha del Campeonato 1944,Caballito,Francisco Ghinzo,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Roberto Sbarra, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Atilio Mellone, Llamil Simes y Delfín Unzué.","Ogando; Eguiguren y Rodríguez; Villa, Ongaro y Sande; Martín, Barza, Gutiérrez, Negri y Manuel Pelegrina.",foto,1° Tiempo: Huracán 0x0 Estudiantes,45,90,0,0
11/06/1944,Laguna,visitante,derrota,2,5,Boca Juniors,9° fecha del Campeonato 1944,Bombonera,José Cángaro,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Roberto Sbarra, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Atilio Mellone, Llamil Simes y Delfín Unzué.","Claudio Vacca; Marante y Valussi; Sosa, Lazzatti y Natalio Pescia; Mario Boyé, Rodríguez, Pío Corcuera, Valsecchi y Sánchez.",foto,16 GOL Pío Corcuera (BJU)</br>22 GOL Atilio Mellone (HUR)</br>31 LES Lazzatti (BJU)</br>44 GOL Mario Boyé (BJU)</br>58 GOL Mario Boyé (BJU)</br>56 GOL Plácido Rodríguez (HUR)</br>59 GOL Valsecchi (BJU)</br>88 GOL Norberto Méndez (HUR),45,90,0,0
18/06/1944,Laguna,local,empate,5,5,Platense,10° fecha del Campeonato 1944,Caballito,Juan J. Álvarez,"Bruno Barrionuevo; Pedro Castillo y Jorge Alberti; Oscar Corso, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Atilio Mellone, Emilio Baldonedo y Plácido Rodríguez.","Cozzi; Piano y Boero; Fonda, Toledo y Aarón Wergifker; Belén, Sandoval, Frutos, Ricagni y Torielli.",foto,1 GOL Atilio Mellone (HUR)</br>5 GOL Juan C Salvini (HUR)</br>21 GOL Frutos (PLA)</br>23 GOL Atilio Mellone (HUR)</br>35 GOL Frutos (PLA)</br>47 GOL Eduardo Ricagni (PLA)</br>53 GOL Emilio Baldonedo (HUR)</br>61 GOL Atilio Mellone (HUR)</br>78 GOL Belén (PLA)</br>80 GOL Eduardo Ricagni (PLA),45,90,0,0
25/06/1944,Laguna,visitante,empate,2,2,Rosario Central,11° fecha del Campeonato 1944,Arroyito (Rosario),Francisco Ghinzo,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Atilio Mellone, Emilio Baldonedo y Plácido Rodríguez.","Ricardo; Yebra y Dezorzi; Casalini, Rivero y Fogel; Vilariño, De Cicco, Bravo, Santos y Marracino.",foto,8 GOL Emilio Baldonedo (HUR)</br>10 GOL Marracino (RCE)</br>25 GOL Emilio Baldonedo (HUR)</br>47 GOL De Cicco (RCE),45,90,0,0
29/06/1944,Laguna,neutral,victoria,4,1,Newell's Old Boys (Rosario),Semifinal de Copa Competencia 1944,Gasómetro,José Cángaro,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Atilio Mellone, Emilio Baldonedo y Plácido Rodríguez.","López; Gilli y Sobrero; Bustos, Perucca y Lizardo; Pesarini, Fiore, René Pontoni, Cirico y Ferreyra.",foto,17 GOL Norberto Méndez (HUR)</br>43 GOL Emilio Baldonedo (HUR)</br>1° Tiempo: Huracán 2x0 Newell's</br>76 GOL Norberto Méndez (HUR)</br>81 GOL Ferreyra (NOB)</br>88 GOL Atilio Mellone (HUR)</br>89 EXP Plácido Rodríguez (HUR)</br>89 EXP Gilli (SLO),45,90,0,0
02/07/1944,Laguna,local,victoria,4,0,Racing Club,12° fecha del Campeonato 1944,Caballito,Leopoldo Amoroso,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Atilio Mellone, Emilio Baldonedo y Plácido Rodríguez.","Graneros; José Salomón y Juan M Filgueiras; Monestés, Fracuelli y J García; Reyes, Barreiro, Roberto D'Alessandro, Díaz y E García.",foto,12 GOL Atilio Mellone (HUR)</br>37 GOL Norberto Méndez (HUR)</br>69 GOL Juan C Salvini (HUR)</br>77 GOL Juan C Salvini (HUR),45,90,0,0
08/07/1944,Laguna,visitante,empate,1,1,Atl. Rafaela,Día de la Independencia 1944 (Amistoso),Monumental (Rafaela),Carlos Nai Foino,"Bruno Barrionuevo; Pedro Castillo y Jorge Alberti; Oscar Corso, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Guerra, Emilio Baldonedo y Plácido Rodríguez.","Polenta; Monutti y Barbero; Inardi, Segovia y Apenel; Magnarelli, Pérez, Vimo, Tiraboschi y Journade.",foto,60 GOL Emilio Baldonedo (HUR)</br>80 GOL Tiraboschi (RAF),45,90,0,0
09/07/1944,Laguna,visitante,victoria,3,0,9 de Julio (Rafaela),Día de la Independencia 1944 (amistoso),9 de Julio (Rafaela),Carlos Nai Foino,"Bruno Barrionuevo; Pedro Castillo y Jorge Alberti; Oscar Corso, Roberto Sbarra y Jorge Titonell; Juan C Salvini, Norberto Méndez, Atilio Mellone, Emilio Baldonedo y Delfín Unzué.","Ocampo; Moroni y Fernández; Godoy, Ldesma y Borini; Viscardi, Romero, C Borini, Mansilla y J Moroni.",foto,15 GOL Emilio Baldonedo (HUR)</br>50 GOL Atilio Mellone (HUR)</br>65 GOL Atilio Mellone (HUR),45,90,0,0
16/07/1944,Laguna,visitante,victoria,1,0,Ferro C. Oeste,13° fecha del campeonato 1944,Caballito,Rafael Carou,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Jorge Titonell; Juan C Salvini, Norberto Méndez, Atilio Mellone, Emilio Baldonedo y Plácido Rodríguez.","Sebastián Gualco; Noceda y Garavano; Pont, Corvetto y Vázquez; Lazcano, Delfín Benítez Cáceres, Latorre, Bernardo Gandulla y Emeal.",foto,1 GOL Norberto Méndez (HUR),45,90,0,0
