Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
28/09/1952,Baldonedo,local,victoria,3,1,Rosario Central,19° fecha del Campeonato 'Eva Perón' 1952,El Palacio,Dyckes,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Néstor Naya, Pascasio Sola y Enrique Cerioni; Carlos Lazón, Alberto Loret de Mola, Valeriano López, Eduardo Ricagni y Ricardo Quiñones.","Bottazzi; Aresi y Vairo; Ángel Zof, Minni y Fogel; Gauna, Appicciafocco, Di Loreto, L'Epíscopo y Portaluppi.",foto,15 GOL Juan M Filgueiras (HUR) -penal-</br>37 GOL Portaluppi (RCE)</br>39 GOL Juan M Filgueiras (HUR) -penal-</br>45 GOL Ricardo Quiñones (HUR),45,90,0,0
05/10/1952,Baldonedo,visitante,derrota,1,4,Racing Club,20° fecha del Campeonato 'Eva Perón' 1952,Perón,Bradley,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Orlando Nappe, Juan B Romo y Enrique Cerioni; Carlos Lazón, Manuel Ameal, Héctor López, Eduardo Ricagni y Ricardo Quiñones.","Grisetti; Dellacha y García Pérez; Giménez, Balay y Gutiérrez; Mario Boyé, Norberto Méndez, Blanco, Llamil Simes y Sued.",foto,30 GOL Llamil Simes (RAC)</br>39 GOL Norberto Méndez (RAC)</br>41 GOL Mario Boyé (RAC)</br>52 GOL Eduardo Ricagni (HUR)</br>88 GOL Blanco (RAC),45,90,0,0
12/10/1952,Baldonedo,local,victoria,5,2,Platense,21° fecha del Campeonato 'Eva Perón' 1952,El Palacio,Cross,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Néstor Naya, Pascasio Sola y Enrique Cerioni; Carlos Lazón, Alberto Loret de Mola; Valeriano López, Eduardo Ricagni y Ricardo Quiñones.","Germinaro; Bozzalla y Menéndez; Díaz, Rodríguez y Mammana; Murúa, Coll, A López, Torello y Sayago.",foto,11 GOL Menéndez (PLA)</br>31 GOL Eduardo Ricagni (HUR)</br>35 GOL Eduardo Ricagni (HUR)</br>51 GOL Valeriano López (HUR)</br>52 EXP Rodríguez (PLA)</br>84 GOL A López (PLA)</br>85 GOL Ricardo Quiñones (HUR)</br>87 GOL Eduardo Ricagni (HUR),45,90,0,0
19/10/1952,Baldonedo,visitante,empate,0,0,Boca Juniors,22° fecha del Campeonato 'Eva Perón' 1952,La Bombonera,Aldridge,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Néstor Naya, Pascasio Sola y Enrique Cerioni; Carlos Lazón, Alberto Loret de Mola; Valeriano López, Eduardo Ricagni y Ricardo Quiñones.","Diano; Colman y Otero; Lombardo, Magnelli y Juan A Bendazzi; González, Ferraro, Borello, Elio Montaño y Busico.",foto,1° Tiempo: Boca 0x0 Huracán,45,90,0,0
26/10/1952,Baldonedo,local,victoria,3,0,Chacarita Juniors,23° fecha del Campeonato 'Eva Perón' 1952,El Palacio,Wilbraham,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Néstor Naya, Pascasio Sola y Enrique Cerioni; Luis Gómez, Alberto Loret de Mola, Valeriano López, Eduardo Ricagni y Ricardo Quiñones.","I López; Molinari y Federico Pizarro; Scriminacci, Moreno y Enrique Espinosa; Otero, Osvaldo Güenzatti, Barta, Pavez y Massotto.",foto,34 GOL Eduardo Ricagni (HUR)</br>80 GOL Eduardo Ricagni (HUR) -penal-</br>46 GOL Valeriano López (HUR)</br>79 EXP Ricardo Quiñones (HUR)</br>79 EXP Molinari (CHJ),45,90,0,0
02/11/1952,Baldonedo,visitante,empate,1,1,Ferro C. Oeste,24° fecha del Campeonato 'Eva Perón' 1952,Caballito,Meade,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Néstor Naya, Pascasio Sola y Enrique Cerioni; Luis Gómez, Manuel Ameal, Valeriano López, Eduardo Ricagni y Carlos Lazón.","Marapodi; González y Garansini; Bufatelli, Retamosa y Santiago Ardanaz; Carbone, Salvucci, Runzer, García y Piovano.",foto,12 GOL Piovano (FCO)</br>69 GOL Eduardo Ricagni (HUR) -penal-,45,90,0,0
08/11/1952,Baldonedo,visitante,derrota,0,1,Independiente,25° fecha del Campeonato 'Eva Perón' 1952,Doble Visera,Bradley,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Néstor Naya, Pascasio Sola y Enrique Cerioni; Luis Gómez, Alberto Loret de Mola, Valeriano López, Eduardo Ricagni y Carlos Lazón.","Simonetti; Barraza y Mousegne; Arias, Varacka y Gil; Rodolfo Micheli, Bonelli, Lacasia, Grillo y Cruz.",foto,67 GOL Lacasia (IND)</br>81 EXP Luis Gómez (HUR),45,90,0,0
11/11/1952,Baldonedo,local,victoria,3,1,Banfield,26° fecha del Campeonato 'Eva Perón' 1952,El Palacio,Dyckes,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Néstor Naya, Pascasio Sola y Enrique Cerioni; Carlos Lazón, Rossi, Héctor López, Eduardo Ricagni y Rodolfo Bediale.","Cadars; Precona y Bagnato; Capparelli, Mouriño y Héctor D'Angelo; Converti, Sánchez, F Rodríguez, A Rodríguez y Gómez.",foto,17 GOL Eduardo Ricagni (HUR)</br>27 GOL Eduardo Ricagni (HUR) -penal-</br>50 GOL Eduardo Ricagni (HUR)</br>74 GOL Sánchez (BAN),45,90,0,0
16/11/1952,Baldonedo,visitante,victoria,4,1,Newell's Old Boys (Rosario),27° fecha del Campeonato 'Eva Perón' 1952,Parque Independencia (Rosario),Illife,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Néstor Naya, Pascasio Sola y Enrique Cerioni; Carlos Lazón, Oscar Rossi, Héctor López, Eduardo Ricagni y Rodolfo Bediale.","Musimessi; Cabrera y Cordero; Echeverría, Faina y Roberto Puissegur; Carranza, Fochi, J López, Álvarez y Marcelo Ortigüela.",foto,23 GOL Eduardo Ricagni (HUR) -penal-</br>30 GOL J López (NOB)</br>44 GOL Eduardo Ricagni (HUR)</br>82 GOL Cabrera (HUR) -en contra-</br>87 GOL Eduardo Ricagni (HUR),45,90,0,0
22/11/1952,Baldonedo,local,derrota,1,7,River Plate,28° fecha del Campeonato 'Eva Perón' 1952,El Palacio,Wilbraham,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Néstor Naya, Pascasio Sola y Enrique Cerioni; Carlos Lazón, Oscar Rossi, Héctor López, Eduardo Ricagni y Rodolfo Bediale.","Fumero; Tesouro, Pérez y Soria; Venini y Ferrari; Santiago Vernazza, Eliseo Prado, Walter Gómez, Ángel Labruna y Félix Loustau.",foto,37 GOL Eduardo Ricagni (HUR)</br>44 GOL Santiago Vernazza (RPL)</br>47 GOL Santiago Vernazza (RPL)</br>51 GOL Ángel Labruna (RPL)</br>53 GOL Eliseo Prado (RPL)</br>59 GOL Walter Gómez (RPL)</br>81 GOL Santiago Vernazza (RPL)</br>82 GOL Walter Gómez (RPL),45,90,0,0
26/11/1952,Baldonedo,visitante,derrota,1,4,Estudiantes (La Plata),29° fecha del Campeonato 'Eva Perón' 1952,Uno (La Plata),Aldridge,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Néstor Naya, Pascasio Sola y Enrique Cerioni; Carlos Lazón, Oscar Rossi, Héctor López, Eduardo Ricagni y Rodolfo Bediale.","Capossio; Silvero y Borlando; Breccia, Urriolabeitia y Maceroni; Ruggeri, Duscovich, Reynoso, Caram y Zelada.",foto,31 GOL Caram (ELP)</br>62 GOL Duscovich (ELP)</br>68 GOL Duscovich (ELP)</br>73 GOL Héctor López (HUR)</br>74 GOL Urriolabeitia (ELP),45,90,0,0
29/11/1952,Baldonedo,local,victoria,5,0,Vélez Sarsfield,30° fecha del Campeonato 'Eva Perón' 1952,El Palacio,Meade,"Juan C Marcello; Juan A Romeral y Juan M Filgueiras; Orlando Nappe, Juan B Romo y Enrique Cerioni; Carlos Lazón, Héctor López, Valeriano López, Eduardo Ricagni y Rodolfo Bediale.","Adamo; Huss y Allegri; Rodríguez, Jorge Ruiz y Sardá; Napoli, Mallegni, Norberto Conde, Zubeldía y Mendiburu.",foto,33 GOL Héctor López (HUR)</br>45 GOL Rodolfo Bediale (HUR)</br>70 GOL Eduardo Ricagni (HUR)</br>75 GOL Valeriano López (HUR)</br>83 GOL Valeriano López (HUR),45,90,0,0
04/12/1952,Baldonedo,visitante,victoria,3,1,Barcelona (Ecuador),Gira por Sudamérica 1952 (amistoso),Capwell (Guayaquil),desconocido,"Jacinto Díaz; Juan A Romeral y Oscar Gaggino; Néstor Naya, Juan B Romo y José Nazionale; Carlos Lazón, Héctor López, Valeriano López, Eduardo Ricagni y Rodolfo Bediale.","Alfredo Bonnard; Sánchez y Juan Benítez (Luis Jurado); Marín, Ángel Perucca y Solórzano; Óscar Contreras, Vicente Gallina (Manuel Rodríguez), Sigifredo Chuchuca, José Vargas y Clímaco Cañarte.",foto,GOL Vargas (BAR)</br>GOL Eduardo Ricagni (HUR)</br>GOL Eduardo Ricagni (HUR)</br>GOL Eduardo Ricagni (HUR),45,90,0,0
06/12/1952,Baldonedo,neutral,derrota,1,2,Dep Cali (Colombia),Gira por Sudamérica 1952 (amistoso),(Quito),desconocido,"Jacinto Díaz; Oscar Gaggino y Juan A Romeral; Néstor Naya, Juan B Romo (José Nazionale) y Enrique Cerioni; Carlos Lazón, Héctor López, Valeriano López, Eduardo Ricagni y Manuel Pelegrina.","Julio Asciolo; Vicente Cocenza, Sanguinetti y Jorge Caicedo; José Castro y Juan Lecca; Osvaldo Pérez, Castillo (Luis Salazar), Roberto Coll, Rubí Cerioni y Camilo Cervino.",foto,18 GOL Pérez (CAL)</br>19 GOL Valeriano López (HUR)</br>47 GOL Rubí Cerioni (CAL),45,90,0,0
08/12/1952,Baldonedo,visitante,empate,2,2,Independiente Santa Fe (Colombia),Gira por Sudamérica 1952 (amistoso),El Campín (Bogotá),Fernández (Colombia),"Jacinto Díaz; Roberto Rodríguez y Juan A Romeral; Néstor Naya, José Nazionale (Juan B Romo) y Enrique Cerioni; Antonio Giosa, Rossi (Valeriano López), Héctor López, Eduardo Ricagni y Manuel Pelegrina.","Chamorro (Espriella); Kersul y Pellegrino; Reyes, Bernasconi y Fain; Arango, Deibe, Pairoux, Germán Antón (Ortega) y Villalba.",foto,15 GOL Manuel Pelegrina (HUR)</br>19 GOL Deibe (ISF)</br>47 GOL Pairoux (ISF)</br>66 GOL Eduardo Ricagni (HUR),45,90,0,0
14/12/1952,Baldonedo,visitante,derrota,0,4,Millonarios (Colombia),Gira por Sudamérica 1952 (amistoso),El Campín (Bogotá),Gregorio (Colombia),"Jacinto Díaz; Juan A Romeral y Roberto Rodríguez; Néstor Naya, Juan B Romo (José Nazionale) y Enrique Cerioni; Antonio Giosa (Oscar Rossi), Carlos Lazón, Héctor López (Valeriano López), Eduardo Ricagni y Manuel Pelegrina.","Julio Cozzi; Julio Ramírez y Francisco Zuluaga; Felipe Stemberg (Raúl Pini), Néstor Rossi y Jorge Benegas; Alfredo Castillo, Antonio Báez, Alfredo Di Stéfano, Ramón Villaverde (Mario Fernández) y Alcides Aguilera.",foto,36 GOL Alfredo Di Stéfano (MIL)</br>38 GOL Castillo (MIL)</br>56 GOL Alfredo Di Stéfano (MIL)</br>72 GOL Báez (MIL),45,90,0,0
21/12/1952,Baldonedo,visitante,victoria,3,2,Quindío (Colombia),Gira por Sudamérica 1952 (amistoso),Municipal (Armenia),Luis Fernández (Uruguay),"Gabriel Ogando; Juan A Romeral y Juan M Filgueiras; José Nazionale, Juan B Romo y Enrique Cerioni; Antonio Giosa, Oscar Rossi, Valeriano López, Eduardo Ricagni y Manuel Pelegrina.","Américo Tissera; Cuello y Lombardo; Carugno, González y Sánchez; Gutiérrez, Cazaubón, Alarcón, Garelli y Urruty.",foto,26 GOL Eduardo Ricagni (HUR) -penal-</br>30 GOL Gutiérrez (QUI)32 GOL Valeriano López (HUR)</br>40 GOL Cazaubón (QUI)</br>80 GOL Eduardo Ricagni (HUR),45,90,0,0
28/12/1952,Baldonedo,visitante,empate,2,2,Dep. Cali (Colombia),Gira por Sudamérica 1952 (amistoso),San Fernando (Cali),Turrío,"Gabriel Ogando; Juan A Romeral y Juan M Filgueiras; Néstor Naya (Roberto Rodríguez), Juan B Romo (José Nazionale) y Enrique Cerioni; Antonio Giosa (Carlos Lazón), Héctor López (Oscar Rossi), Ricardo Infante (Valeriano López), Eduardo Ricagni y Manuel Pelegrina.","Julio Asciolo; Roaldo Viáfara, José Castro y Caicedo; Oscar Sastre y Juan Lecca; Osvaldo Pérez, Roberto Coll, Rubí Cerioni, Camilo Cervino y Castro.",foto,4 GOL Rubí Cerioni (CAL)</br>15 GOL Héctor López (HUR)</br>43 GOL Cervino (CAL)</br>72 GOL Eduardo Ricagni (HUR),45,90,0,0
02/01/1953,Baldonedo,visitante,empate,2,2,Boca Junior (Colombia),Gira por Sudamérica 1952 (amistoso),San Fernando (Cali),Amaya,"Gabriel Ogando; Romeral y Juan M. Filgueiras; Néstor Naya, Juan B. Romo (24 José Nazionale) y Enrique Cerioni; Carlos Lazón, Héctor López (30 Oscar Rossi), Ricardo Infante (67 Valeriano López), Eduardo Ricagni y Manuel Pelegrina.","Pablo Centurión; Ángel Chávez y Arturo Caicedo (30 Huequitos); Rivas, Acuña y Canino Caicedo; Félix Castillo, Héctor Pérez (46 Panesso), Solano Patiño, Alejandrino Genés y Bolívar Sarriá.",foto,34 GOL Carlos Lazón (HUR) -puntazo tras asistencia de Eduardo Ricagni (HUR)-</br>52 GOL Alejandrino Genés (BJC)</br>70 GOL Valeriano López (HUR) -cabezazo tras asistencia de Carlos Lazón (HUR)-</br>83 GOL Bolívar Sarriá (BJC),45,90,0,0
07/01/1953,Baldonedo,visitante,victoria,3,1,Barcelona (Ecuador),Gira por Sudamérica 1952 (amistoso),Capwell (Guayaquil),Guerrero,"Gabriel Ogando; Oscar Gaggino (46 Juan A Romeral) y Juan M Filgueiras; Néstor Naya (46 Roberto Rodríguez), Juan B Romo y José Nazionale (46 Enrique Cerioni); Carlos Lazón, Héctor López, Ricardo Infante, Eduardo Ricagni y Rodolfo Bediale.","Champi; Enriquez y Jurado; Estévez, Caruso y Solís (46 Croas); Rodríguez, Larraz (46 Cañarte), Chuchuca (46 Andrade), Vargas y Andrade.",foto,20 GOL Ricardo Infante (HUR)</br>22 GOL Ricardo Infante (HUR)</br>60 GOL Guzmán (BAR)</br>67 GOL Eduardo Ricagni (HUR),45,90,0,0
10/01/1953,Baldonedo,visitante,victoria,8,0,Norte América (Ecuador),Gira por Sudamérica 1952 (amistoso),Capwell (Guayaquil),desconocido,"Gabriel Ogando; Juan A Romeral y Juan M Filgueiras; Roberto Rodríguez, Juan B Romo y Enrique Cerioni (José Nazionale); Carlos Lazón, Oscar Rossi, Ricardo Infante, Eduardo Ricagni (Héctor López) y Manuel Pelegrina.","Bonnard; Alvarado y Gando; Zambrano, Reyes y Macías (Altamirano); Arteaga, Pinto, Marañón, Leyton (Guzmán) y De la Torre.",foto,16 GOL Ricardo Infante (HUR)</br>22 GOL Oscar Rossi (HUR)</br>36 GOL Eduardo Ricagni (HUR)</br>43 GOL Ricardo Rodríguez (HUR)</br>46 GOL Ricardo Infante (HUR)</br>48 GOL Eduardo Ricagni (HUR)</br>73 GOL Ricardo Infante (HUR)</br>85 GOL Héctor López (HUR),45,90,0,0
03/03/1953,Baldonedo,local,victoria,1,0,Hajduk Split (Yugoslavia),Pretemporada 1953 (amistoso),El Palacio,Wilbraham,"Gabriel Ogando; Juan A Romeral y Juan M Filgueiras; Roberto Rodríguez, Juan B Romo y Enrique Cerioni; Carlos Lazón, Oscar Rossi, Ricardo Infante, Eduardo Ricagni y Manuel Pelegrina.","Beara; Bella y Broketa; Kratulovic, Klaick y Milanov; Rajkov, Lustika, Matosic, Vukas y Arapovich.",foto,12 GOL Matosic (HSP)</br>16 Partido suspendido por lluvia,16,0,0,0
14/03/1953,Baldonedo,neutral,empate,3,3,San Lorenzo de Almagro,Pretemporada 1953 (amistoso beneficio de Mutual),La Bombonera,desconocido,"Gabriel Ogando (Juan C Marcello); Juan A Romeral y Juan M Filgueiras; Roberto Rodríguez (Néstor Naya), Juan B Romo (Orlando Nappe) y Enrique Cerioni; Antonio Giosa (Carlos Lazón), Oscar Rossi (Héctor López), Ricardo Infante, Eduardo Ricagni y Manuel Pelegrina.","Blazina (Gerónimo); Martínez y Basso; Resquín, Cívico (Cortiñas) y Berterame; Cuevas (Picot), Papa, Benavídez, Martínez y Seoane.",foto,12 GOL Antonio Giosa (HUR)</br>34 GOL Antonio Giosa (HUR)</br>47 GOL Héctor López (HUR)</br>61 EXP Ricardo Infante (HUR)</br>62 GOL Papa (HUR)</br>86 GOL Martínez (HUR)</br>88 GOL Papa (HUR),45,90,0,0
28/03/1953,Baldonedo,visitante,victoria,3,2,Gimnasia y Tiro (Salta),Pretemporada 1953 (amistoso),Gimnasia y Tiro (Salta),desconocido,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Roberto Rodríguez, José Fantín y Enrique Cerioni; Antonio Giosa, Herrera, Ricardo Infante, Eduardo Ricagni y Manuel Pelegrina.","Castillo; Clemente y Guerra; Echazú, González y Miranda; Juárez, Olmedo, Barrios, Iñigo y De la Cruz Díaz.",foto,16 GOL De la Cruz Díaz (GYT)</br>19 GOL Ricardo Infante (HUR)</br>21 GOL Antonio Giosa (HUR)</br>55 GOL Iñigo (HUR)</br>71 GOL Antonio Giosa (HUR),45,90,0,0
29/03/1953,Baldonedo,visitante,-,-,-,Liga de Salta,Pretemporada 1953 (amistoso),(Salta),desconocido,-,-,foto,sin datos,45,90,0,0
05/04/1953,Baldonedo,visitante,empate,3,3,Ferro C. Oeste,1° fecha del Campeonato 1953,Caballito,Bradley,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Néstor Naya, José Fantín y José Nazionale; Carlos Lazón, Héctor López, Ricardo Infante, Eduardo Ricagni y Manuel Pelegrina.","Marapodi; González y Garansini; Bufatelli, Retamosa y Santiago Ardanaz; Napoli, Pérez, Omarini, Vigo y Piovano.",foto,8 GOL Manuel Pelegrina (HUR)</br>18 GOL Pérez (FCO)</br>21 GOL Napoli (FCO)</br>43 GOL Eduardo Ricagni (HUR) -penal-</br>66 GOL Omarini (FCO)</br>75 GOL Eduardo Ricagni (HUR) -penal-</br>80 EXP Retamosa (FCO)</br>80 EXP Eduardo Ricagni (HUR),45,90,0,0
12/04/1953,Baldonedo,visitante,derrota,1,2,Platense,2° fecha del Campeonato 1953,Saavedra,Illife,"Gabriel Ogando; Oscar Gaggino y Juan M Filgueiras; Roberto Rodríguez, Juan B Romo y Enrique Cerioni; Carlos Lazón, Héctor López, Ricardo Infante, Eduardo Ricagni y Manuel Pelegrina.","Germinaro; Capalbo y Menéndez; Díaz, Víctor Rodríguez y Longo; Murúa, Coll, A López, Torello y Sayago.",foto,14 GOL Eduardo Ricagni (HUR)</br>16 LES Illife (dirige Barani)</br>63 GOL Coll (PLA)</br>67 GOL Torello (PLA),45,90,0,0
19/04/1953,Baldonedo,local,victoria,3,1,Boca Juniors,3° fecha del Campeonato 1953,El Palacio,Cross,"Gabriel Ogando; Oscar Gaggino y Juan M Filgueiras; Roberto Rodríguez, Juan B Romo y Enrique Cerioni; Carlos Lazón, Oscar Rossi, Ricardo Infante, Eduardo Ricagni y Manuel Pelegrina.","Musimessi; Otero y Edwards; Lombardo, Eliseo Mouriño y Natalio Pescia; González, Costa, Rolando, Elio Montaño y Gómez.",foto,31 GOL Rolando (BJU)</br>35 GOL Eduardo Ricagni (HUR)</br>78 GOL Eduardo Ricagni (HUR)</br>89 GOL Ricardo Infante (HUR),45,90,0,0
26/04/1953,Baldonedo,visitante,derrota,0,1,Racing Club,4° fecha del Campeonato 1953,Perón,Sunderland,"Gabriel Ogando; Oscar Gaggino y Juan M Filgueiras; Roberto Rodríguez, Juan B Romo y Enrique Cerioni; Carlos Lazón, Oscar Rossi, Ricardo Infante, Eduardo Ricagni y Manuel Pelegrina.","Domínguez; Dellacha y García Pérez; Fernández, Balay y Ernesto Gutiérrez; Mario Boyé, Norberto Méndez, Racalbuto, Pizzuti y Sued.",foto,48 GOL Mario Boyé (RAC),45,90,0,0
03/05/1953,Baldonedo,local,victoria,3,1,Estudiantes (La Plata),5° fecha del campeonato 1953,El Palacio,Aldridge,"Gabriel Ogando; Carlos Spinelli y Juan M Filgueiras; Roberto Rodríguez, Juan B Romo y Enrique Cerioni; Carlos Lazón, Oscar Rossi, Valeriano López, Eduardo Ricagni y Manuel Pelegrina.","Gioffré; Breccia y Carriquiri; Garcerón, Urriolabeitia y Casanueva; Ruggeri, Antonio, Baiocco, Caram y Zelada.",foto,29 GOL Valeriano López (HUR)</br>59 GOL Antonio (ELP)</br>70 GOL Valeriano López (HUR)</br>84 GOL Eduardo Ricagni (HUR),45,90,0,0
24/05/1953,Baldonedo,visitante,empate,3,3,Newell's Old Boys (Rosario),1° fecha del Campeonato 1953,Parque Independencia (Rosario),Wilbraham,"Gabriel Ogando; Carlos Spinelli y Juan M Filgueiras; Roberto Rodríguez, Juan B Romo y Enrique Cerioni; Carlos Lazón, Oscar Rossi, Ricardo Infante, Eduardo Ricagni y Rodolfo Bediale.","Castro; Orlando Peloso y Kasparián; Volpe, Bosich y Roberto Puissegur; Contini, Carranza, Cosio, Belén y López.",foto,7 Cosio (NOB)</br>30 GOL Enrique Cerioni (HUR)</br>35 GOL Carranza (NOB)</br>44 GOL Oscar Rossi (HUR)</br>63 GOL Eduardo Ricagni (HUR)</br>89 GOL Contini (NOB),45,90,0,0
31/05/1953,Baldonedo,local,victoria,3,0,Banfield,1° fecha del Campeonato 1953,El Palacio,Lynch,"Gabriel Ogando; Carlos Spinelli y Juan M Filgueiras; Roberto Rodríguez, Juan B Romo y Enrique Cerioni; Antonio Giosa, Oscar Rossi, Ricardo Infante, Eduardo Ricagni y Manuel Pelegrina.","Ellul; Ferretti y Bagnato; Corvetto, Magnelli y Héctor D'Angelo; Converti, Sánchez, Álvarez, A Rodríguez y Lomio.",foto,73 GOL Eduardo Ricagni (HUR)</br>83 Manuel Pelegrina (HUR)</br>84 GOL Eduardo Ricagni (HUR) -penal-,45,90,0,0
04/06/1953,Baldonedo,visitante,derrota,0,2,Vélez Sarsfield,1° fecha del Campeonato 1953,Vélez Sarsfield,Bradley,"Gabriel Ogando; Carlos Spinelli y Juan G Zorzoli; Roberto Rodríguez, Juan B Romo y Enrique Cerioni; Antonio Giosa, Oscar Rossi, Ricardo Infante, Eduardo Ricagni y Manuel Pelegrina.","Adamo; Huss y Allegri; Ovide, Jorge Ruiz y García Fierro; Ernesto Sansone, Norberto Conde, Martínez, Zubeldía y Mendiburu.",foto,28 GOL Ernesto Sansone (VSA)</br>62 EXP Carlos Spinelli (VSA)</br>63 GOL Allegri (VSA) -penal-,45,90,0,0
07/06/1953,Baldonedo,local,derrota,0,1,San Lorenzo de Almagro,9° fecha del campeonato 1953,El Palacio,Dyckes,"Gabriel Ogando; Oscar Gaggino y Juan M Filgueiras; Roberto Rodríguez, Juan B Romo y Enrique Cerioni; Antonio Giosa, Oscar Rossi, Ricardo Infante, Eduardo Ricagni y Manuel Pelegrina.","Gerónimo; Martina y Basso; Resquín, Cívico y Vivas; Mesones, Benavídez, Florio, Martínez y Ricardo Quiñones.",foto,4 GOL Antonio Giosa (HUR),45,90,0,0
14/06/1953,Baldonedo,visitante,empate,0,0,River Plate,10° fecha del campeonato 1953,Monumental,Hartles,"Juan C Marcello; Oscar Gaggino y Juan M Filgueiras; Roberto Rodríguez, Juan B Romo y Enrique Cerioni; Antonio Giosa, Oscar Rossi, Ricardo Infante, Eduardo Ricagni y Manuel Pelegrina.","Amadeo Carrizo; Yácono, Pérez y Soria; Venini y Pascasio Sola; Félix Respuela, Gambardella, Eliseo Prado, Ángel Labruna y Santiago Vernazza.",foto,1° Tiempo: River 0x0 Huracán,45,90,0,0
21/06/1953,Baldonedo,local,empate,2,2,Chacarita Juniors,11° fecha del campeonato 1953,El Palacio,Meade,"Gabriel Ogando; Oscar Gaggino y Juan M Filgueiras; Roberto Rodríguez, Jorge Caruso y Enrique Cerioni; Antonio Giosa, Héctor López, Valeriano López, Eduardo Ricagni y Manuel Pelegrina.","Díaz; Federico Pizarro y Ferrero; Stomas, Moreno y Enrique Espinosa; Otero, Coll, Borello, Campana y Esquide.",foto,3 GOL Héctor López (HUR)</br>11 GOL Esquide (CHJ)</br>25 GOL Héctor López (HUR)</br>56 GOL Otero (CHJ),45,90,0,0
09/07/1953,Baldonedo,visitante,derrota,1,2,Liga de Tucumán,Gira por el Norte 1953 (amistoso fecha patria),(Tucumán),desconocido,-,-,foto,sin datos,45,90,0,0
11/07/1953,Baldonedo,visitante,victoria,5,2,Combinado de La Banda,Gira por el Norte 1953 (amistoso fecha patria),(Santiago),desconocido,-,-,foto,sin datos,45,90,0,0
12/07/1953,Baldonedo,visitante,victoria,1,0,Liga de Santiago del Estero,Gira por el Norte 1953 (amistoso fecha patria),(Santiago del Estero),desconocido,-,-,foto,sin datos,45,90,0,0
19/07/1953,Baldonedo,visitante,derrota,1,4,Independiente,12° fecha del campeonato 1953,Doble Visera,Cross,"Gabriel Ogando; Carlos Spinelli y Juan M Filgueiras; Roberto Rodríguez, José Fantín y Enrique Cerioni; Antonio Giosa, Héctor López, Ricardo Infante, Eduardo Ricagni y Manuel Pelegrina.","Simonetti; Barraza y Mousegne; Amaya, Varacka y Britos; Rodolfo Micheli, Cecconato, Lacasia, Grillo y Cruz.",foto,2 GOL Héctor López (HUR)</br>31 GOL Lacasia (IND)</br>59 GOL Lacasia (IND) -penal-</br>48 GOL Rodolfo Micheli (IND)</br>81 GOL Rodolfo Micheli (IND),45,90,0,0
25/07/1953,Baldonedo,local,derrota,0,2,Gimnasia y Esgrima (La Plata),13° fecha del campeonato 1953,El Palacio,Illife,"Gabriel Ogando; Oscar Gaggino y Juan M Filgueiras; Roberto Rodríguez, José Fantín y Enrique Cerioni; Ricardo Infante, Héctor López, Valeriano López, Oscar Rossi y Manuel Pelegrina.","Musi; Ambrosi y Carboni; Schandlein, Arcos y Smargiassi; Gagliardo, Maravilla, Gutiérrez, Martínez y Barci.",foto,17 GOL Gutiérrez (GLP)</br>89 GOL Barci (GLP),45,90,0,0
02/08/1953,Baldonedo,visitante,derrota,0,2,Rosario Central,14° fecha del Campeonato 1953,Arroyito (Rosario),Aldridge,"Gabriel Ogando; Oscar Gaggino y Juan M Filgueiras; Roberto Rodríguez, Enrique Cerioni y José Nazionale; Antonio Giosa, Héctor López, Ricardo Infante, Oscar Rossi y Manuel Pelegrina.","Bottazzi; Virginio y Miranda; Inveninato, Minni y Fogel; Gauna, Appicciafocco, Rosa, Massei y Portaluppi.",foto,11 GOL Massei (RCE)</br>56 GOL Gauna (RCE),45,90,0,0
09/08/1953,Baldonedo,local,victoria,3,1,Lanús,15° fecha del Campeonato 1953,El Palacio,Lynch,"Gabriel Ogando; Oscar Gaggino y Juan M Filgueiras; Roberto Rodríguez, Juan B Romo y Enrique Cerioni; Antonio Giosa, Oscar Rossi, Ricardo Infante, Héctor López y Manuel Pelegrina.","Álvarez Vega; Tarifa y Mercado; Daponte, García y Pérez; Carrizo, Gil, Cejas, Reynoso y Rodolfo Durán.",foto,9 GOL Reynoso (LAN)</br>17 GOL Oscar Rossi (HUR)</br>60 GOL Héctor López (HUR)</br>67 GOL Manuel Pelegrina (HUR)</br>84 GOL Reynoso (LAN),45,90,0,0
