Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
23/04/1922,Vázquez,local,victoria,5,0,Argentinos Juniors,1° fecha del Campeonato 1922,Chiclana 4100,Louzao,"Juan D Bagnera; Carlos Nobile y Santos Barbera; Miguel Fontana, Ramón Vázquez y Juan B Scursoni; Adán Loizo, Miguel Ginevra, José Caldera, Ángel Chiessa y Abel Bertagni.","J Iribarren; Fourcade y J C Iribarren; Azalli, Perini y Serra; Faccini, Gatti, Levaggi, Raggio y Rivas.",foto,24 GOL Abel Bertagni (HUR)</br>65 GOL José Caldera (HUR)</br>73 GOL Miguel Ginevra (HUR)</br>77 GOL Ángel Chiessa (HUR)</br>85 GOL Adán Loizo (HUR),45,90,0,0
30/04/1922,Vázquez,visitante,empate,1,1,Sportivo Palermo,2° fecha del Campeonato 1922,Salvador y Fitz Roy,Romeo Yametti,"Juan D Bagnera; Carlos Nobile y Santos Barbera; Miguel Fontana, Ramón Vázquez y Juan B Scursoni; Adán Loizo, Miguel Ginevra, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Magistretti; Corbella y Bidoglio; Juan Evaristo, Sande y Ayala; Lanterno, Lizarraga, Clarke, Izaguirre y Polimeni.",foto,38 GOL Lizarraga (SPA)</br>49 GOL Cesáreo Onzari (HUR),45,90,0,0
07/05/1922,Vázquez,local,victoria,5,0,Dock Sud,3° fecha del Campeonato 1922,Chiclana,Tomás Tenconi,"Juan D Bagnera; Carlos Nobile y Santos Barbera; Miguel Fontana, Ramón Vázquez y Cayetano Federico; Adán Loizo, Ángel Chiessa, José Caldera, Martín Salvarredi y Cesáreo Onzari.","Giambartolomey; Debono y Gómez; Lynch, Power y Parrilli; Calderón, Toselli, Monteferrante, Alejandro De los Santos y Manna.",foto,8 GOL José Caldera (HUR)</br>13 GOL Cesáreo Onzari (HUR)</br>23 GOL Cesáreo Onzari (HUR)</br>55 GOL Cesáreo Onzari (HUR)</br>79 GOL Martín Salvarredi (HUR),45,90,0,0
14/05/1922,Vázquez,visitante,victoria,2,0,Del Plata,4° fecha del Campeonato 1922,Parque Pereyra,Repossi,"Juan D Bagnera; Carlos Nobile y Santos Barbera; Miguel Fontana, Ramón Vázquez y Cayetano Federico; Adán Loizo, José Laguna, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Schiaffino; Gaete y Durante; Dangiolillo, Seregni y Humberto Bassadone; Mércoli, Andrés Brenna, Marini, Deibe y Rivet.",foto,38 GOL Ángel Chiessa (HUR)</br>73 GOL José Laguna (HUR),45,90,0,0
21/05/1922,Vázquez,local,victoria,1,0,Colegiales,5° fecha del Campeonato 1922,Chiclana,Teodoro Langenheim,"Juan D Bagnera; Carlos Nobile y Santos Barbera; Miguel Fontana, Ramón Vázquez y Juan B Scursoni; Adán Loizo, José Laguna, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Galimberti; V Rossi y H Rossi; Del Corro, Hernández y Martínez; Cóppola, Varela, C Pozzo, A Rossi y J Pozzo.",foto,8 GOL Ángel Chiessa (HUR),45,90,0,0
25/05/1922,Vázquez,local,derrota,1,2,Nueva Chicago,Semifinal de Copa Competencia 1921,Chiclana,Repossi,"Ernesto Kiesel; Carlos Nobile y Santos Barbera; Miguel Fontana, Ramón Vázquez y Cayetano Federico; Miguel Ginevra, Ángel Chiessa, Cesáreo Onzari, José Laguna y Julián Carreras.","Araya; Locatti y Voltura; Fernández, Corvetto y Solari; Villagra, Deibe, Rivero, Varela y Giussani.",foto,18p GOL Ángel Chiessa (HUR) -penal-</br>1° Tiempo: Huracán 1x0 Chicago</br>88 GOL Locatti (NCH) -penal-</br>2° Tiempo: Huracán 1x1 Chicago</br>1° Tiempo Extra: Huracán 1x1 Chicago</br>113 GOL Rivero (NCH)</br>2° Tiempo Extra: Huracán 1x2 Chicago,45,90,105,120
04/06/1922,Vázquez,local,empate,3,3,Progresista,6° fecha del Campeonato 1922,Chiclana,Enrique Lambretchs,"Juan D Bagnera; Carlos Nobile y Santos Barbera; Cayetano Federico, Ramón Vázquez y Juan B Scursoni; Adán Loizo, José Laguna, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Nicora; Batista y López; Rissone, García y Ares; Cevasco, Fonte, C Vázquez, Cappelletti y Gurrutchague.",foto,29 GOL Carlos Nobile (PRO) -en contra-</br>45 GOL Ángel Chiessa (HUR)</br>65 GOL Ángel Chiessa (HUR)</br>78 C Vázquez (PRO)</br>83 GOL Ramón Vázquez (HUR)</br>88 GOL Gurrutchague (PRO),45,90,0,0
11/06/1922,Vázquez,visitante,victoria,2,0,San Fernando,7° fecha del Campeonato 1922,San Fernando,Tomás Tenconi,"Juan D Bagnera; Carlos Nobile y Santos Barbera; Miguel Fontana, Ramón Vázquez y Juan B Scursoni; Adán Loizo, José Laguna, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Bissio; Gilardi y Cóppola; Bertolini, Pérez y Osuna; Pravatto, Álvarez, González, Péndola y Reale.",foto,12 GOL Cesáreo Onzari (HUR)</br>28 GOL Cesáreo Onzari (HUR),45,90,0,0
18/06/1922,Vázquez,visitante,victoria,4,0,El Porvenir,8° fecha del Campeonato 1922,Pavón 2300,Juan Ataúm,"Juan D Bagnera; Carlos Nobile y Santos Barbera; Miguel Fontana, Ramón Vázquez y Cayetano Federico; Adán Loizo, José Laguna, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Cándido Blanco; Angelotti y Baigorri; Salerno, A Sacarello y Regino Aragón; De la Cruz, Sansinena, C Sacarello, Bustince y Strittmatter.",foto,43 GOL Adán Loizo (HUR)</br>55 GOL Ángel Chiessa (HUR)</br>68 GOL José Laguna (HUR)</br>84 GOL Cesáreo Onzari (HUR),45,90,0,0
25/06/1922,Vázquez,local,victoria,3,0,Estudiantes (La Plata),9° fecha del Campeonato 1922,Chiclana,Juan Ataúm,"Juan D Bagnera; Carlos Nobile y Santos Barbera; Miguel Fontana, Ramón Vázquez y Cayetano Federico; Adán Loizo, Ángel Chiessa, José Caldera, Martín Salvarredi y Cesáreo Onzari.","Julio González; Gallo y Tettamanti; Pagani, Mollo y Saúl Calandra; Fernández, Ruggero, Bellomo, Echeverría y J Calandra.",foto,19 GOL Martín Salvarredi (HUR)</br>60 GOL Martín Salvarredi (HUR)</br>63 GOL José Caldera (HUR),45,90,0,0
13/08/1922,Vázquez,visitante,victoria,3,2,Atl. Santiago,Gira por el Norte 1922 (amistoso),-,-,"Juan D Bagnera; Carlos Nobile y Santos Barbera; Miguel Fontana, Ramón Vázquez y Juan B Scursoni; Miguel Ginevra, José Laguna, José Caldera, Chiarante y Cesáreo Onzari.","Rojas; López y Gorostiaga; Reinoso, Ruiz y Caro; Figueroa, Rodríguez, López, Quijano, Leguizamón y Jerez.",foto,GOL José Caldera (HUR)</br>GOL José Laguna (HUR)</br>GOL Cesáreo Onzari (HUR)</br>GOL Quijano (SAN)</br>GOL Quijano (SAN),45,90,0,0
15/08/1922,Vázquez,visitante,derrota,0,1,Liga de Santiago,Gira por el Norte 1922 (amistoso),-,Miguelez Chazarreta,"Juan D Bagnera; Carlos Nobile y Juan F Pratto; Miguel Fontana, Ramón Vázquez y Juan B Scursoni; Miguel Ginevra, José Laguna, José Caldera, Santos Barbera y Cesáreo Onzari.","Juárez López; Marianelli y Arias; Ruiz, Coronel y Jerez; Paz, López, Quijano, Tarchini y Macio.",foto,60 GOL Jerez (SDE),45,90,0,0
17/08/1922,Vázquez,visitante,victoria,3,1,Liga de Tucumán,Gira por el Norte 1922 (amistoso),Provincial 24 de Agosto (Tucumán),-,"Juan D Bagnera; Carlos Nobile y Juan F Pratto; Miguel Fontana, Ramón Vázquez y Juan B Scursoni; Miguel Ginevra, José Laguna, José Caldera, Cayetano Federico y Cesáreo Onzari.","Fagiolli; Carmona y Varas; Toledo, Carabajal y Cainzo; Montivero, Camargo, Martínez, Zárate y García.",foto,2 GOL José Caldera (HUR)</br>15 GOL Miguel Ginevra (HUR)</br>30 GOL Zárate (LTF)</br>70 GOL José Caldera (HUR),45,90,0,0
20/08/1922,Vázquez,visitante,empate,1,1,Santa Ana (Tucumán),Gira por el Norte 1922 (amistoso),Villa Hileret (Tucumán),Iratchet,"Juan D Bagnera; Carlos Nobile y Santos Barbera; Cayetano Federico, Ramón Vázquez y Juan B Scursoni; Miguel Ginevra, José Laguna, José Caldera, Enrique Chiarante y Juan F Pratto.","González; Ibarra y Flores; Véliz, Villalobo y Reartes; Arneto, Cáceres, Zárate, Romero y Sosa.",foto,73 GOL José Laguna (HUR)</br>85 GOL Zárate (STA),45,90,0,0
22/08/1922,Vázquez,visitante,victoria,4,1,Combinado de La Banda,Gira por Norte 1922 (amistoso),Central Argentino (Santiago),-,"Juan D Bagnera; Carlos Nobile y Pérez; Miguel Fontana, Ramón Vázquez y Juan B Scursoni; Miguel Ginevra, Cayetano Federico, José Caldera, Enrique Chiarante y Juan F Pratto.",-,foto,sin datos,45,90,0,0
03/09/1922,-,visitante,victoria,3,0,Argentinos Juniors,Amistoso 1922,Estomba 900,desconocido,"Juan D Bagnera; Juan F Pratto y Santos Barbera; Juan B Scursoni, Miguel Fontana y Marabotti; Pedro Carrioli, Enrique Chiarante, Porrini, Martín Salvarredi y Cesáreo Onzari.","Forgione; Fourcade y Ronzoni; Serra, Palmer y Briard; Faccini, Gatti, Laveggi, Raggio y Rivas.",foto,ST GOL Enrique Chiarante (HUR)</br>ST GOL Cesáreo Onzari (HUR)</br>85 GOL Marabotti (HUR),45,90,0,0
17/09/1922,-,local,victoria,3,2,Alvear,Amistoso 1922,Chiclana y La Plata,-,"Juan D Bagnera; Carlos Nobile y Juan F Pratto; Santos Barbera, Marabotti y Secchi; Ahumada, Enrique Chiarante, José Caldera, Martín Salvarredi y Cesáreo Onzari.","Vicente Marmo; Carosella y San Miguel; Luis P Monti, Briola y Macchi; Renato, Pisa, Maglio, Lima y Ricci.",foto,25 GOL Cesáreo Onzari (HUR)</br>30 GOL Pisa (ALV)</br>62 GOL Enrique Chiarante (HUR)</br>66 GOL Lima (ALV)</br>85 GOL Cesáreo Onzari (HUR),45,90,0,0
08/10/1922,Vázquez,visitante,victoria,1,0,Boca Alumni,10° fecha del Campeonato 1922,Boca Alumni,Stévano,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Miguel Fontana, Alejandro Elordi y Marabotti; Adán Loizo, Enrique Chiarante, José Caldera, Martín Salvarredi y Cesáreo Onzari.","Risso; Siciliani y Cairo; Felicetti, Corvetto y Taramasso; Martellotti, Lucco, Licciardi, Soro y Manna.",foto,42 GOL Enrique Chiarante (HUR)</br>62 EXP Manna (BAL),45,90,0,0
12/10/1922,Vázquez,visitante,victoria,2,1,Colegiales,Copa Cantilo 1922 (amistoso),Salvador y Fitz Roy,-,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Santos Barbera, Alejandro Elordi y Juan B Scursoni; Juan B Rodríguez, Cayetano Federico, José Caldera, Martín Salvarredi y Cesáreo Onzari.","Celli; B Rossi y C Rossi; Granuzzo, Del Corro y L Martínez; G Martínez, A Rossi, L Rossi, Bonaventura y Passadore.",foto,20 GOL Cesáreo Onzari (HUR)</br>30 GOL Cayetano Federico (HUR)</br>75 GOL Passadore (COL),45,90,0,0
15/10/1922,Vázquez,local,victoria,1,0,Porteño,11° fecha del Campeonato 1922,Chiclana y La Plata,Repossi,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Cayetano Federico, Alejandro Elordi y Juan B Scursoni; Adán Loizo, Juan B Rodríguez, José Caldera, Martín Salvarredi y Cesáreo Onzari.","Diez; Presta y Ferrario; Loncan, Valle y De Martíno; Ramírez, Spinelli, Goin, Vivaldo y García.",foto,42 GOL Cesáreo Onzari (HUR),45,90,0,0
29/10/1922,Pratto,visitante,victoria,3,0,Universal,12° fecha del Campeonato 1922,Chiclana 4100,Stévano,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Miguel Fontana, Alejandro Elordi y Cayetano Federico; Adán Loizo, Juan B Rodríguez, José Caldera, José Laguna y Cesáreo Onzari.","Franzino; J Campos y Millán; Mattaise, Cañavate y Argañaraz; Piazzale, Techera, Lolato, Aranda y Juan C Campos.",foto,22 GOL José Laguna (HUR)</br>51 GOL José Caldera (HUR)</br>85 GOL Juan B Rodríguez (HUR),45,90,0,0
01/11/1922,Pratto,local,empate,1,1,Sportivo Palermo,Copa Doctor Aldo Cantoni 1922 (amistoso),Chiclana 4100,Louzao,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Miguel Fontana, Alejandro Elordi y Cayetano Federico; Adán Loizo, Juan B Rodríguez, José Caldera, Martín Salvarredi y Blanco.","Magistretti; J Rodríguez y Bidoglio; Juan Evaristo, Sande y Ayala; Battista, Macchi, Clarke, Colombo y Polimeni.",foto,10 GOL Polimeni (SPA)</br>56 GOL José Caldera (HUR),45,90,0,0
05/11/1922,Pratto,neutral,victoria,3,0,Rampla Juniors (Uruguay),Amistoso,Sp. Barracas,Zas,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Miguel Fontana, Alejandro Elordi y Cayetano Federico; Adán Loizo, Ángel Chiessa, José Caldera, Martín Salvarredi y Cesáreo Onzari.","Luis Spósito; Vidal y Arispe; Fernández, Bertone y Cabrera; Patiño, Rusati, Bondanza, Carballal y Bidegain.",foto,57 GOL José Caldera (HUR)</br>62 GOL Ángel Chiessa (HUR)</br>69 GOL Ángel Chiessa (HUR),45,90,0,0
12/11/1922,Pratto,visitante,victoria,1,0,Progresista,Amistoso 1922,Progresista,-,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Cayetano Federico, Alejandro Elordi y Santos Barbera; Adán Loizo, Juan B Rodríguez, José Caldera, José Laguna y Cesáreo Onzari.","Rey; Fonte y Poggi; Bernal, García y Brissoni; Capelletti, Vázquez, Berne, Pena y Balarino.",foto,50 GOL José Laguna (HUR),45,90,0,0
19/11/1922,Pratto,local,victoria,2,1,Nueva Chicago,13° fecha del Campeonato 1922,Chiclana 4100,Pérez,"Ernesto Kiesel; Carlos Nobile y Pratto; Miguel Fontana, Alejandro Elordi y Cayetano Federico; Adán Loizo, Juan B Rodríguez, José Caldera, Martín Salvarredi y Cesáreo Onzari.","Araya; Locatti y Voltura; Fernández, Semino y Solari; Villagra, Maglio, Varela, Moggio y Rivero.",foto,28 GOL José Caldera (HUR)</br>40 GOL Maglio (NCH)</br>88 GOL José Caldera (HUR),45,90,0,0
03/12/1922,Pratto,visitante,derrota,0,1,Boca Juniors,14° fecha del Campeonato 1922,Brin y Sengüel,Juan Ataúm,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Miguel Fontana, Alejandro Elordi y Juan B Scursoni; Adán Loizo, Juan B Rodríguez, José Caldera, Martín Salvarredi y Cesáreo Onzari.","Bidoglio; Anglese y Costa; Medici, Busso y Elli; Domingo Tarasconi, Bozzo, Garasini, Dante Pertini y Césari.",foto,27 GOL Dante Pertini (BJU),45,90,0,0
08/12/1922,Pratto,visitante,victoria,1,1,Alvear,16° fecha del Campeonato 1922,Chiclana 4100,Novaro,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Miguel Fontana, Ramón Vázquez y Cayetano Federico; Adán Adán Loizo, Juan B Rodríguez, Ángel Chiessa, José Laguna y Cesáreo Onzari.","Vicente Marmo; Carosella y San Miguel; Luis P Monti, Briola y Macchi; Monza, Lima, Bruno Bruno Gaslini, Rofrano y Lázzari.",foto,4 GOL Bruno Gaslini (ALV)</br>60 GOL José Laguna (HUR)</br>74 EXP Cesáreo Onzari (HUR)</br>81 Alvear aduce violencia rival y se retira,45,90,0,0
10/12/1922,Pratto,visitante,victoria,3,1,Sportivo Barracas,15° fecha del Campeonato 1922,Sp. Barracas,Repossi,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Miguel Fontana, Ramón Vázquez y Cayetano Federico; Adán Loizo, Juna B Rodríguez, Ángel Chiessa, José Laguna y Cesáreo Onzari.","Barros; Felipe Cherro y Castoldi; Daneri, Candal y Aller; Eiras, Mario Hiller, Valente, Rosado y Cruz.",foto,16 GOL José Laguna (HUR)</br>24 GOL Juan B Rodríguez (HUR)</br>53 GOL Juan B Rodríguez (HUR)</br>49 Mario Hiller (SBA),45,90,0,0
04/03/1923,Pratto,neutral,empate,1,1,Newell's Old Boys (Rosario),Campeonato Argentino 1922,Sp. Barracas,Repossi,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Miguel Fontana, Ramón Vázquez y Juan B Scursoni; Adán Loizo, Juan B Rodríguez, José Laguna, Ángel Chiessa y Cesáreo Onzari.","Nuín; A Celli y Bourguignon; Chambrolin, E Celli y Salcedo; H Libonatti, Julio Libonatti, Badalini, Loyarte y Garrone.",foto,25 GOL Loyarte (NOB)</br>86 GOL Ángel Chiessa (HUR),45,90,0,0
11/03/1923,Vázquez,local,victoria,4,0,Porteño,1° fecha del Campeonato 1923,Chiclana,Pérez,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Cayetano Federico, Ramón Vázquez y Juan B Scursoni; Adán Loizo, Juan B Rodríguez, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Craig; Presta y Ferrario; Loncan, Pusso y J Vivaldo; García, Camet, Goin, N Vivaldo y Abella.",foto,8 GOL Ángel Chiessa (HUR)</br>27 GOL José Caldera (HUR)</br>35 GOL Juan B Rodríguez (HUR)</br>40 GOL Ángel Chiessa (HUR),45,90,0,0
18/03/1923,Vázquez,local,victoria,6,1,Argentino de Banfield,2° fecha del Campeonato 1923,Chiclana,Muzzio,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Cayetano Federico, Alejandro Elordi y Miguel Fontana; Adán Loizo, Juan B Rodríguez, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Suárez; Romano y González; Bianco, Martínez y Pérez; Costa Bertani, Mazza, Odino, Lattari y Miranda.",foto,3 GOL José Caldera (HUR)</br>15 GOL Juan B Rodríguez (HUR)</br>18 GOL Lattari (ADB)</br>54 GOL José Caldera (HUR)</br>59 GOL José Caldera (HUR)</br>73 GOL Adán Loizo (HUR)</br>85 GOL Juan B Rodríguez (HUR),45,90,0,0
29/03/1923,Vázquez,local,victoria,2,0,Boca Alumni,3° fecha del Campeonato 1923,Chiclana,Pérez,"Juan D Bagnera; Carlos Nobile y Juan F Pratto; Cayetano Federico, Ramón Vázquez y Miguel Fontana; Adán Loizo, Juan B Rodríguez, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Risso; Franco y Barreto; Martellotti, Tassara y Siciliani; Maggio, Coto, Schiavo, Soro y Barrera.",foto,50 GOL Juan B Rodríguez (HUR)</br>67 GOL Ángel Chiessa (HUR),45,90,0,0
08/04/1923,Vázquez,local,vicctoria,2,1,All Boys,4° fecha del Campeonato 1923,Chiclana,Repossi,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Miguel Fontana, Ramón Vázquez y Juan B Scursoni; Adán Loizo, Juan B Rodríguez, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Colás; Castro y Santillán; Dodino, Cúneo y Rubio; García Bianchi, Vigna, Llanos, Schaeker y Crespo.",foto,43 GOL José Caldera (HUR)</br>60 GOL Crespo (ALL)</br>75 GOL Ángel Chiessa (HUR),45,90,0,0
15/04/1923,Vázquez,local,victoria,3,1,Progresista,5° fecha del Campeonato 1923,Chiclana,Félix Maffioli,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Cayetano Federico, Ramón Vázquez y Juan B Scursoni; Miguel Ginevra, Juan B Rodríguez, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Rey; Fonte y Poggi; Rissone, García y Bernal; Rocha, Sixto, Ravaschino, Alberto y Bianchi.",foto,22 GOL Ángel Chiessa (HUR)</br>37 GOL Ángel Chiessa (HUR)</br>52 GOL Rocha (PRO)</br>88 GOL Poggi (HUR) -en contra-,45,90,0,0
22/04/1923,Vázquez,neutral,victoria,1,0,Newell's Old Boys (Rosario),Copa Ibarguren 1922,Sportivo Barracas,Repossi,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Miguel Fontana, Ramón Vázquez y Juan B Scursoni; Adán Loizo, Juan B Rodríguez, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Nuín; A Celli e Bourguignon; Correa, Salcedo y Chambrolin; H Libonatti, J Libonatti, Badalini, E Celli y Garrone.",foto,38 GOL Ángel Chiessa (HUR),45,90,0,0
29/04/1923,Vázquez,local,victoria,1,0,Nueva Chicago,6° fecha del Campeonato 1923,Chiclana,Ataum,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Cayetano Federico, Ramón Vázquez y Miguel Fontana; Adán Loizo, Juan B Rodríguez, José Caldera, Ángel Chiessa y Cesáreo Onzari.","Araya; Locatti y Voltura; Laboirié, Valle y Solari; Villagra, Vitali, Varela, L Galeano y G Galeano.",foto,68 GOL Cesáreo Onzari (HUR),45,90,0,0
06/05/1923,Vázquez,local,victoria,1,0,Sportivo Dock Sud,7° fecha del Campeonato 1923,Chiclana,Muzzio,"Ernesto Kiesel; Carlos Nobile y Julio Pérez; Miguel Fontana, Ramón Vázquez y Antonio Sande; Adán Loizo, Juan B Rodríguez, Alfredo Larmeu, Ángel Chiessa y Cesáreo Onzari.","Borrat; Insúa y Fabiano; Paramidani, Power y Lynch; F Nobile, Secchi, Toselli, De los Santos y Moro.",foto,40 GOL Alfredo Larmeu (HUR),45,90,0,0
10/05/1923,Vázquez,visitante,derrota,1,3,Sportivo Barracas,8° fecha del Campeonato 1923,Sportivo Barracas,Repossi (86 Louzao),"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Cayetano Federico, Ramón Vázquez y Miguel Fontana (69 Juan B Scursoni); Adán Loizo, Juan B Rodríguez, José Caldera (69 Alfredo Larmeu), Ángel Chiessa y Cesáreo Onzari.","Gómez; Felipe Cherro y Castoldi; Capalvo, Candal y Mario Fortunato; Bianatti, Mario Hiller (69 Ravaschino), Saruppo, Valente (69 Cruz) y Rosado.",foto,45 1° Tiempo: Sp. Barracas 0x0 Huracán</br>64 GOL Bianatti (SPB)</br>68 Partido suspendido - continúa el 29/06//1923</br>77 GOL Saruppo (SPB)</br>88 1° Tiempo: Sp. Barracas 2x0 Huracán</br>85 GOL Ravaschino (SPB)</br>86 GOL Adán Loizo (HUR)</br>88 Partido finalizado,45,90,0,0
13/05/1923,Vázquez,visitante,victoria,3,1,Argentinos Juniors,9° fecha del Campeonato 1923,Estomba 900,Muzzio,"Dionisio Oliva; Carlos Nobile y Juan F Pratto; Cayetano Federico, Ramón Vázquez y Miguel Fontana; Juan B Rodríguez, Adán Loizo, José Caldera, Ángel Chiessa y Casáreo Onzari.","J Iribarren; Juan C Iribarren y Giromini; Serra, Vaccaro y Méndez; Fernández, Gatti, Souto, Guglielmetti y Rivas.",foto,27 GOL José Caldera (HUR)</br>81 GOL Adán Loizo (HUR)</br>86 GOL Ángel Chiessa (HUR)</br>88 GOL J Iribarren (AJU),45,90,0,0
27/05/1923,Vázquez,neutral,derrota,1,2,Nacional (Uruguay),Amistoso 1923,Sportivo Barracas,Tomás Tenconi,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Miguel Fontana, Antonio Sande y Juan B Scursoni; Adán Loizo, Juan B Rodríguez, Alfredo Larmeu, Ángel Chiessa y Cesáreo Onzari.","Clavijo; Queirolo y Foglino; F Rodríguez, Zibechi y Vanzino; Somma, Scarone, Urdinarán, Romano y Cardeillac.",foto,26 GOL Romano (NAC)</br>60 GOL Scarone (NAC)</br>88 GOL Adán Loizo (HUR) -penal-,45,90,0,0
31/05/1923,Vázquez,local,victoria,3,2,Alvear,10° fecha del Campeonato 1923,Chiclana,Stevano,"Juan D Bagnera; Carlos Nobile y Juan F Pratto; Miguel Fontana, Antonio Sande y Juan B Scursoni; Adán Loizo, Juan B Rodríguez, Cayetano Federico, Ángel Chiessa y Cesáreo Onzari.","Cancino; Tirante y Troncellito; Monti, Vigliola y Scarpato; Lima, Lazzari, Carreras, Renato Cesarini y Gómez.",foto,7 GOL Renato Cesarini (ALV)</br>33 GOL Carreras (ALV)</br>51 GOL Adán Loizo (HUR)</br>56 GOL Ángel Chiessa (HUR)</br>81 GOL Cesáreo Onzari (HUR),45,90,0,0
03/06/1923,Vázquez,local,victoria,1,0,Temperley,11° fecha del Campeonato 1923,Chiclana,Félix Maffioli,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Cayetano Federico, Ramón Vázquez y Miguel Fontana; Miguel Ginevra, Juan B Rodríguez, Cesáreo Onzari, Alfredo Larmeu y Dannaher.","Croce; Brameri y Durruty; Perri, Chiessa y Sosa; Álvarez, Fernández, Gainzarain, Soracco y Perinetti.",foto,63 GOL Cesáreo Onzari (HUR),45,90,0,0
10/06/1923,Vázquez,local,empate,2,2,Universal,12° fecha del Campeonato 1923,Chiclana,Louzao,"Ernesto Kiesel; Antonio Sande y Juan F Pratto; Cayetano Federico, Ramón Vázquez y Miguel Fontana; Adán Loizo, Juan B Rodríguez, Cesáreo Onzari, Alfredo Larmeu y Dannaher.","Franzino; Millán y Paternoster; Mattaise, Zaccheo y Argañaraz; Sarzo, García, Lolato, Dulce y Ponsa.",foto,37 GOL Alfredo Larmeu (HUR)</br>42 GOL Alfredo Larmeu (HUR)</br>65 GOL Lolato (UNI)</br>80 GOL García (UNI)</br>87 EXP Cesáreo Onzari (HUR)</br>87 EXP Millán (UNI),45,90,0,0
17/06/1923,Vázquez,local,victoria,2,0,Colegiales,13° fecha del Campeonato 1923,Chiclana,Félix Maffioli,"Ernesto Kiesel; Carlos Nobile y Antonio Sande; Miguel Fontana, Ramón Vázquez y Juan B Scursoni; Adán Loizo, Juan B Rodríguez, Chiarante, Alfredo Larmeu y Cesáreo Onzari.","Molteni; Hernández y H Rossi; A Rossi, Del Corro y L Martínez; G Martínez, Suria, A Rossi, Bonaventura y Granara Costa.",foto,44 GOL Enrique Chiarante (HUR)</br>62 GOL Enrique Chiarante (HUR),45,90,0,0
01/07/1923,Vázquez,local,empate,1,1,Boca Juniors,14° fecha del Campeonato 1923,Sportivo Barracas,López,"Ernesto Kiesel; Carlos Nobile y Juan F Pratto; Cayetano Federico, Ramón Vázquez y Juan B Scursoni; Adán Loizo, Juan B Rodríguez, Alfredo Larmeu, Ángel Chiessa y Cesáreo Onzari.","Américo Tesoriere; Bidoglio y Ramón Mutis; Segundo Medici, Busso y Elli; Pedro Calomino, Cerrotti, Domingo Tarasconi, Pertini y Oliva.",foto,4 GOL Oliva (BJU)</br>62 GOL Adán Loizo (HUR),45,90,0,0
29/07/1923,Vázquez,visitante,victoria,2,1,Urquiza,15° fecha del Campeonato 1923,Urquiza,Muzzio,"Dionisio Oliva; Carlos Nobile y Juan F Pratto; Cayetano Federico, Ramón Vázquez y Juan B Scursoni; Adán Loizo, Juan B Rodríguez, Alfredo Larmeu, Ángel Chiessa y Ernesto Blanco.","Berardi; Merlasino y Cipulla; Catalano, Giachino y Pimentel; A González Aguirre, Busolini, A Aguirre, Javeloyes y Dándolo.",foto,17 GOL Busolini (URQ)</br>26 GOL Ángel Chiessa (HUR)</br>27 GOL Ángel Chiessa (HUR),45,90,0,0
